,label,sire,dam,gene
22988,4226621,4226581,4226581,60
22998,4226676,4226565,4226565,60
23000,4226680,4226569,4226569,60
23003,4226660,4226549,4226549,60
23007,4226665,4226554,4226554,60
23014,4226648,4226607,4226607,60
23019,4226639,4226598,4226598,60
23021,3216815,3084776,3084776,60
23026,4226647,4226606,4226606,60
23051,4536688,4226574,4226574,60
23056,4226642,4226601,4226601,60
23058,4536548,4226558,4226558,60
23097,4226673,4226562,4226562,60
23127,4536690,4226574,4226574,60
23142,4536687,4226574,4226574,60
23149,4226622,4226582,4226582,60
23154,4226672,4226561,4226561,60
23175,4226678,4226567,4226567,60
23214,4226677,4226566,4226566,60
23231,4226666,4226555,4226555,60
23245,4226670,4226559,4226559,60
23255,4226679,4226568,4226568,60
23258,4226664,4226553,4226553,60
23271,4226623,4226583,4226583,60
23275,4226649,4226608,4226608,60
23308,4226663,4226552,4226552,60
23332,4226625,4226585,4226585,60
23345,4226640,4226599,4226599,60
23353,4226617,4226577,4226577,60
23412,3085710,2879489,2879489,60
23415,4226685,4226574,4226574,60
23436,4226628,4226588,4226588,60
23452,4226669,4226558,4226558,60
23472,4226619,4226579,4226579,60
23491,4226629,4226589,4226589,60
23523,4018011,4016881,4016881,60
23531,4226682,4226571,4226571,60
23535,4226627,4226587,4226587,60
23541,4183027,4016881,4016881,60
23543,3489274,3488952,3488952,60
23568,4232610,4016895,4016895,60
23589,4226618,4226578,4226578,60
23637,4226626,4226586,4226586,60
23730,4039588,3890278,3890278,60
23781,2637288,2475162,2475162,60
23841,2321156,2222889,2222889,60
24012,985887,622052,83343,60
24161,2641174,2468523,2468523,60
24224,2641149,2468482,2468482,60
24262,4688099,4231785,4231785,60
24375,300021950,4314032,4314032,60
24491,2641162,2468507,2468507,60
24552,4688098,4231785,4231785,60
24773,4231807,4231785,4231785,60
25320,2641182,2468530,2468530,60
25412,2337355,2219185,2219185,60
25428,3243856,3085691,3085691,60
25461,2173931,462373,537870,60
25541,1331236,1248972,1248972,60
25552,2641189,2468543,2468543,60
25602,300037911,4395448,4395448,60
25692,3867662,3686823,3686823,60
25792,3867656,3686819,3686819,60
25850,300037967,4395448,4395448,60
25966,300037912,4395448,4395448,60
26137,300037921,4395448,4395448,60
26179,300037922,4395448,4395448,60
26209,300037923,4395448,4395448,60
26273,300037925,4395448,4395448,60
26377,300037924,4395448,4395448,60
26589,300037965,4395448,4395448,60
28364,4483872,4483832,4483832,60
28633,4483868,4483828,4483828,60
29112,4689612,4689607,4689607,60
29246,4483869,4483829,4483829,60
29882,741572,575824,575824,60
29933,1381643,1337538,1337538,60
29934,1381646,1337534,1337534,60
30073,4608532,4605141,4605141,60
30122,2011373,1192189,1169050,60
30176,3682557,3493024,3493024,60
30303,3272450,3117727,3117727,60
31569,3323658,3272422,3272422,60
32258,4135521,4135487,4135487,60
32262,4510438,4510304,4510304,60
32292,4510439,4510304,4510304,60
32348,300000558,300000538,300000538,60
32700,3325309,3272446,3272446,60
32951,4135475,4057849,4057849,60
32993,300000451,4135496,4135496,60
33136,4510440,4510305,4510305,60
33291,3431308,3289403,3289403,60
33340,3854135,3779157,3779157,60
33460,2465367,2427382,2427382,60
33490,2524827,2450486,2450486,60
33552,3493678,3323167,3323167,60
33601,3493673,3323162,3323162,60
33605,3493687,3323189,3323189,60
33649,2524833,2450491,2450491,60
33658,3493655,3323127,3323127,60
33714,3493664,3323137,3323137,60
33726,3493719,3323280,3323280,60
33761,3493723,3323313,3323313,60
33787,3493675,3323164,3323164,60
33834,3493705,3323222,3323222,60
33864,3493708,3323227,3323227,60
33907,3493689,3323191,3323191,60
33918,3493657,3323130,3323130,60
33919,3493701,3323216,3323216,60
33929,3493700,3323206,3323206,60
34034,3493651,3323119,3323119,60
34061,3493649,3323113,3323113,60
34129,3494680,3326434,3326434,60
34271,2524835,2450493,2450493,60
34430,3460641,3310978,3310978,60
34436,2465360,2427377,2427377,60
34683,3618055,3340625,3340625,60
34687,1856312,1406174,1406174,60
34792,3281579,3117547,3117547,60
35188,3281582,3117550,3117550,60
36245,3327353,3281591,3281591,60
37664,2341368,2287248,2287248,60
37678,2341381,2287248,2287248,60
37686,2341460,2287248,2287248,60
37727,2341359,2287248,2287248,60
37757,2199667,2011381,622050,60
37780,300038036,4395450,4395450,60
37792,3410424,3263344,3263344,60
37797,2465579,2420261,2420261,60
37831,300252395,300130197,300130197,60
37870,300038039,4395450,4395450,60
37928,4039571,3890261,3890261,60
37949,300038035,4395450,4395450,60
38060,300038046,4395450,4395450,60
38081,300253015,300130052,300130052,60
38104,300038055,4395450,4395450,60
38161,300038095,4395450,4395450,60
38166,300038037,4395450,4395450,60
38167,300038053,4395450,4395450,60
38175,300038045,4395450,4395450,60
38181,300038103,4395450,4395450,60
38192,300038100,4395450,4395450,60
38323,300038042,4395450,4395450,60
38352,300252725,300130211,300130211,60
38379,300252451,300130052,300130052,60
38389,4226150,4226113,4226113,60
38392,2807488,2802773,2802773,60
38394,2811318,2806772,2806772,60
38402,3663595,3494032,3494032,60
38404,2469710,2428276,2428276,60
38407,2811452,2806906,2806906,60
38412,4395449,4189811,4189811,60
38414,3274511,3162246,3162246,60
38425,3663287,3493456,3493456,60
38427,300072118,300001568,300001568,60
38431,2469719,2428287,2428287,60
38432,2572707,2474152,2474152,60
38437,3319325,3260486,3260486,60
38438,3274522,3162282,3162282,60
38441,2309546,2151138,2151138,60
38444,3274307,3161889,3161889,60
38446,3273478,3160495,3160495,60
38447,2811309,2806763,2806763,60
38448,2640568,2467624,2467624,60
38449,2336183,2217313,2217313,60
38450,3274181,3161706,3161706,60
38453,2466041,2421039,2421039,60
38455,2470745,2429801,2429801,60
38458,2811473,2806927,2806927,60
38460,300025245,4389067,4389067,60
38461,3349510,3220957,3220957,60
38466,3524537,3347255,3347255,60
38467,3682633,3493507,3493507,60
38472,2470687,2429719,2429719,60
38474,3682629,3493448,3493448,60
38477,3274499,3162221,3162221,60
38481,3663681,3494138,3494138,60
38482,3858058,3663463,3663463,60
38485,2228415,2142820,2142820,60
38499,2639646,2466127,2466127,60
38501,3274518,3162265,3162265,60
38508,2222968,2137007,2137007,60
38518,4343187,4341582,4341582,60
38520,3663679,3494133,3494133,60
38526,2348781,2228308,2228308,60
38534,3347934,3225990,3225990,60
38543,300025342,4388984,4388984,60
38549,4395454,4189816,4189816,60
38553,3273472,3160483,3160483,60
38554,2642684,2470882,2470882,60
38563,3663682,3494138,3494138,60
38567,3319322,3260483,3260483,60
38575,3274559,3162370,3162370,60
38586,3858059,3663463,3663463,60
38592,2640592,2467657,2467657,60
38602,3273490,3160511,3160511,60
38609,2470702,2429744,2429744,60
38633,3431661,3291223,3291223,60
38753,3858060,3663463,3663463,60
38757,3858049,3663435,3663435,60
38811,3278154,3171231,3171231,60
38814,2642767,2471042,2471042,60
38821,4135511,4135471,4135471,60
38823,3663598,3494036,3494036,60
38825,3274188,3161715,3161715,60
38846,2470897,2430003,2430003,60
38849,2228323,2142569,2142569,60
38851,3274176,3161701,3161701,60
38853,3274316,3161908,3161908,60
38858,2639482,2465878,2465878,60
38867,300250072,300093285,300093285,60
38869,3273484,3160501,3160501,60
38881,3274198,3161730,3161730,60
